,meanRR,minRR,maxRR,sdRR,modeRR,nBB,meanBB,SDSDb,CVNNb,SDNNb,RMSSDb,medianBB,q20BB,q80BB,minBB,maxBB,meanTT,SDTT,medianTT,q20TT,q80TT,minTT,maxTT,meanBA,SDBA,medianBA,q20BA,q80BA,minBA,maxBA,meanBW,SDBW,medianBW,q20BW,q80BW,minBW,maxBW,max_rsp,min_rsp,mean_rsp,sd_rsp,ku_rsp,sk_rsp,median_rsp,q1_rsp,q3_rsp,q05_rsp,q95_rsp,totalpower_rsp,LF_rsp,HF_rsp,VLF_rsp,VHF_rsp,LF/HF_rsp,rLF_rsp,rHF_rsp,peakLF_rsp,peakHF_rsp,SD1_rrv,SD2_rrv,SD1SD2_rrv,apEn_rrv
6g6y_Math,16.2017171224174,11.627906976744185,19.77587343441002,2.3676510316497548,8.147966457665834,14.0,3793.1428571428573,653.4967029973467,622.9692559649723,0.16423564295551393,667.1865152667926,3678.0,3252.8,4137.6,3034.0,5160.0,1882.5333333333333,277.4654012465138,1754.0,1678.4,2080.2,1581.0,2543.0,1.7337649476042905,0.3495769531043422,1.686320595713518,1.5040820981734284,2.0720334985285116,1.129171978522245,2.362081404755692,14314.870967741936,8280.850263114584,14038.0,6117.0,22281.0,862.0,29100.0,1.520512754390834,-1.5226228621977396,-2.6526928801710407e-17,0.6505457869633225,-0.548999430319371,0.039191877530016656,-0.03748407895877112,-0.441644552192252,0.49637808003141226,-1.0682327580389355,1.0878875813132531,15882.81368082608,2917.285183022305,12964.98940445327,0.0,0.5390933505061776,0.22501253892427117,18.36818251034908,81.63181748965093,0.08333333333333333,0.20833333333333331,231.04597508623752,344.66315774636007,0.6703529805650589,0.07410797215372122
6g6y_Reading,12.716890975583798,6.184291898577613,17.77251184834123,4.055301298357863,11.58821994976362,10.0,5388.0,2832.4807780503456,2175.815617188184,0.40382620957464443,2839.7855944106454,4404.0,3608.0,7196.0,3376.0,9702.0,2263.8333333333335,742.1978434951754,2044.5,1762.8000000000002,2617.0000000000005,1580.0,4428.0,1.8097680341927955,0.5172005470134058,1.7294777216626698,1.3645000746196532,2.413648133321929,1.0298620053689924,2.717239099381408,15801.541666666666,8837.909066342025,17519.0,6274.200000000001,24197.600000000002,907.0,28939.0,1.95155655162212,-1.266613511474116,3.126388037344441e-17,0.6680885531043882,0.11050841837347525,0.6894514238707586,-0.1011415811395758,-0.4821669306997554,0.4124526421942494,-0.9620544438237969,1.3281568086441875,633147.42774398,625099.8687921284,8046.044570253731,0.0,1.5143815978436779,77.69033135897928,98.72919584562673,1.270804154373269,0.08571428571428572,0.17142857142857143,1001.4331828699737,1229.9245685994097,0.8142232527400984,0.10536051565782678
6g6y_Relax,12.213416483515376,6.621054954756125,19.986675549633578,2.985366306643831,13.365620594877452,11.2,5212.142857142857,1718.4135089245317,1297.7696173018678,0.24898964837914417,1718.4311104846424,4921.0,4235.200000000001,6156.4,3002.0,9062.0,2541.6071428571427,637.0872523381995,2327.5,1988.4,3187.6000000000004,1668.0,3864.0,1.8084699636507398,0.5536701705933799,1.7429219317303954,1.2873239917583794,2.185616119280034,1.1233380289026897,3.587936275922569,36815.41379310345,22288.844164146398,37453.5,14419.599999999999,60207.8,72.0,74050.0,2.682850732899376,-2.306198722066696,-3.448500744222353e-17,0.7110896595736131,0.8044581401322515,0.17862409029565665,0.03267010103645174,-0.47649080161639135,0.4097137866100923,-1.1394697465626729,1.1883496866177283,385867.9245053769,374862.2487978055,11004.188718188225,0.0,1.4869893831522267,34.06541439790251,97.14818713204822,2.8518128679517805,0.09375,0.1640625,607.550922521553,647.190433172589,0.9387513958500293,0.005802453766967197
6g6y_Speaking,14.09219071230865,5.735041101127892,19.893899204244033,4.137137729945417,14.158858103116142,12.0,4811.0,2699.479925424265,2025.4259634292569,0.4209989531135433,2705.7682491635937,3941.0,3525.6,5595.6,3016.0,10462.0,2212.75,643.6031547726699,1905.5,1798.8,2940.4000000000005,1517.0,3489.0,1.6607793729694325,0.3139521884834038,1.7259807216634844,1.3117140155964604,1.9441732196679522,1.141234603142631,2.0986183078064626,14085.653846153846,8136.592652674836,14143.5,5940.0,20663.0,442.0,29308.0,1.3358724510858844,-1.1467975507621653,-1.5158245029548805e-17,0.6013068638343643,-0.7818604422707165,0.25641708559325277,-0.08680367119499989,-0.4495009264900095,0.43855972237700436,-0.9423234039938664,1.0769916744538894,101570.09733683396,62003.32719551576,39561.50432245574,0.0,5.265818862463266,1.5672641437024852,61.04802840591974,38.95197159408026,0.0784313725490196,0.19607843137254902,954.4102804722265,1107.1932909257869,0.8620087281003935,0.08701137698962969
6g6y_Stroop,13.993510207667056,9.003601440576231,19.607843137254903,3.154194399744111,10.604241696678672,11.0,4537.818181818182,1396.8521181571082,1135.2950612211164,0.250185224646051,1410.4804855083958,4124.0,3672.0,5914.0,3060.0,6664.0,2218.75,588.9296965682746,1921.5,1713.0,2721.6000000000004,1600.0,3533.0,1.4969427988412658,0.32911681525581316,1.4641202612839161,1.234469743000357,1.8158053091083373,0.8958969316846905,1.996057574038742,13291.64,8258.483753716539,12140.0,5112.6,22078.800000000003,616.0,27241.0,1.3061158670578632,-1.4944391368788064,2.842170943040401e-17,0.5467621963347458,-0.0240981653432204,0.07187828057744088,-0.022224647453654493,-0.33512329776642796,0.36444278750998255,-0.8880029776822276,1.004212309266481,82072.96548778887,79583.26181876793,2489.233048422243,0.0,0.47062059869250034,31.970996797270708,96.96703133924424,3.032968660755742,0.09090909090909091,0.18181818181818182,493.8618025318418,635.3470705055623,0.7773102693915989,0.09531017980432521
6g6y_Video1,15.242584416874866,6.83526999316473,19.62066710268149,3.3887089354657864,12.785397109516762,13.793103448275863,4224.1,1529.553817191281,1349.9851814001515,0.3195911984565118,1533.4820775122487,3764.0,3301.2,4608.400000000001,3058.0,8778.0,2220.342105263158,800.061322528526,1956.0,1732.8000000000002,2451.8,1538.0,4894.0,1.6377520811350894,0.4685537892354244,1.665371864660742,1.3013879009145435,1.8142543372638804,0.9706556569979166,3.8729334341665136,40815.9875,24375.1200620088,39508.0,16130.800000000001,64750.4,216.0,85716.0,3.077647274740749,-1.9831069015175042,-2.907508206098801e-17,0.6250286793087653,1.6583860239751864,0.4804521358566536,-0.036363320076752664,-0.44534745914143475,0.4302346995578772,-0.9170036310461317,0.9587473364356411,116253.37650173817,110358.83234129452,5894.150727440773,0.0,0.39343300286914357,18.723449305004806,94.92989291814058,5.070107081859414,0.0703125,0.1640625,540.7789381628618,754.6819085134315,0.7165653927335893,0.012199818461109846
6g6y_Video2,14.219455742346423,7.845188284518828,18.951358180669615,3.4357758183822362,11.106169896150787,12.711864406779661,4522.72,1819.7402058169366,1287.8387327612102,0.28474872040745614,1822.3503139261306,4048.0,3399.6000000000004,5461.6,3166.0,7648.0,2125.6,499.9031906279455,1947.0,1721.8,2554.6000000000004,1561.0,3395.0,1.3345994616267551,0.5626662594019398,1.0968837615445963,0.950470614416711,1.475502196443753,0.8101219921362008,3.3611437637289923,29436.28846153846,16300.525516937436,29900.0,12095.600000000002,45483.600000000006,1586.0,58120.0,2.711032433224018,-2.5120170926388203,4.263256414560601e-17,0.5842707519907063,4.8332800014738435,0.1584652082232508,0.005929559072219419,-0.24029897061336516,0.24558665658574774,-0.9532531335019004,0.831022870701519,211488.68529159797,157454.83422219695,54029.7325751041,0.0,4.118494296901265,2.9142256812640457,74.45216291981754,25.54783708018245,0.1171875,0.2109375,643.3753197654797,580.6988336622235,1.1079328603227632,0.08329130785598471
6k5f_Baseline,12.277576952536444,6.750675067506751,18.939393939393938,4.025116988218834,12.188718871887186,10.0,5481.0,2795.4497065281635,1877.089928586268,0.3424721635807823,2821.1891109955745,4750.0,3624.3999999999996,7380.0,3168.0,8888.0,2284.75,562.8432471242178,2236.0,1842.4,2360.4,1525.0,3527.0,1.7944088072098878,0.4790148394521098,1.5625589889805678,1.478224869360178,2.127484487170892,1.1358645423452542,2.727861925925182,15106.333333333334,8869.263891226949,14753.0,6089.200000000001,24226.200000000004,473.0,28721.0,2.0035351809925714,-0.9867735910490751,-1.3263464400855203e-17,0.6468146590014997,0.1459541239656197,0.8560163252877195,-0.16958118938719896,-0.5061721417813752,0.4140147191450615,-0.80967997919386,1.309196285454267,539343.3985414954,502394.6757494068,36946.837464069096,0.0,1.885328019514082,13.59777210263225,93.1496395958964,6.850360404103592,0.08633093525179857,0.17266187050359713,988.3407219760043,881.8062551405144,1.120813915998491,0.10536051565782678
6k5f_Breathing,8.156381243471575,5.634861006761833,14.85884101040119,3.1402040857626488,9.223980003639356,7.0,8229.52380952381,2265.1516858700656,2307.6288308264993,0.28040854905309853,2265.6350985981835,9336.0,5408.0,10112.0,4038.0,10648.0,2860.032258064516,1045.9654124877684,2539.0,2007.0,3643.0,1618.0,6043.0,1.7792970017940137,0.4686300253318701,1.817240213693446,1.5713568124485815,2.182912969648437,0.8122005391485775,2.6044869926445386,48212.72222222222,25728.383092821587,51685.0,21470.600000000002,74044.40000000001,259.0,88920.0,1.9624878384590783,-1.1048688710534311,2.2421570772874272e-17,0.6275006223930645,-0.012129923418623623,0.8779910816439089,-0.15809318560903418,-0.4576636931856384,0.3278307901120458,-0.7589281270654563,1.227322577725547,359948.8379422765,332027.55633858754,27918.476095103197,0.0,2.805508585779631,11.892753573208962,92.24370500590354,7.756294994096466,0.0703125,0.1640625,800.8520587474318,1447.6272914669714,0.5532170217210247,0.07209491047353422
6k5f_Counting1,10.184076903034796,6.899724011039559,15.839493136219641,2.8587498920613705,8.939769125180081,8.0,6318.5,2514.7780037536645,1559.0079377604209,0.24673703216909407,2539.7312568740135,6818.0,4813.2,7392.0,3788.0,8696.0,2536.3,851.4589890300061,2191.0,1995.1999999999998,2725.8,1761.0,4680.0,1.942121550697201,0.4718215156281632,2.1112834136139456,1.7247247582519618,2.240979519936294,0.8946688955573043,2.503269646174948,13702.15,8340.837537531828,14228.0,4823.8,22087.2,259.0,26653.0,1.8119899817025646,-1.255649716565942,-3.221127068779121e-17,0.658534179343454,0.07566123236480937,0.8191883979055444,-0.1443479470981821,-0.40354973730461874,0.25780416571988907,-0.9429396291517127,1.3686002818778926,85981.2218154451,70072.05524532255,15907.934409886582,0.0,1.2321602359557586,4.404849394008919,81.49809685523405,18.501903144765954,0.14516129032258066,0.19354838709677422,889.1082898164925,686.7070194866548,1.2947418106795268,0.1335313926245223
6k5f_Counting2,9.414836363013492,6.443298969072165,12.760527435133985,2.081318521404109,6.31722846606182,7.0,6728.857142857143,2938.8758432812747,1642.009520467565,0.2440250232107544,2939.032380449956,6080.0,5685.2,8559.200000000003,4702.0,9312.0,2598.5,403.2034846079582,2619.0,2200.8,3046.6,1944.0,3165.0,1.7857799547225741,0.5468000522063762,1.789984009979481,1.2585467744287504,2.257360134075436,1.0043402146825773,2.631469609009477,14349.78947368421,7904.017323514385,14973.0,6657.6,22303.199999999997,1280.0,27265.0,1.9664565147152862,-1.274371367429894,7.579122514774402e-18,0.6214841808925272,0.7219650733872207,0.6413553217351754,-0.07236000676155452,-0.3184456178254734,0.24286794392690012,-1.0501505789464733,1.303028613091392,411837.87455678324,382329.2432036682,29508.01395014731,0.0,0.6174029676921922,12.956793495136584,92.83503047925397,7.164969520746024,0.1016949152542373,0.15254237288135594,1039.0495189247613,662.6712881294247,1.5679712363240748,0.15415067982725872
6k5f_Counting3,10.332827349258036,7.427581084426838,17.201834862385322,2.978436287598279,9.774253777958485,9.0,6212.222222222223,1336.9208792969014,1451.8176942315968,0.23370343852771186,1393.6988555638552,6658.0,4989.2,7556.0,3488.0,8078.0,2765.8,941.3024806086511,2556.5,1763.0,3638.8,1676.0,4320.0,1.7341518515181265,0.3616552774237181,1.9167142724698953,1.5237389473099565,1.9731861995524025,0.8206691639249617,2.056748319898059,14531.380952380952,9344.242487457133,13504.0,5814.0,24657.0,588.0,29311.0,1.4017113748941592,-1.0426714311671565,1.7053025658242403e-17,0.6104338250731673,-0.6234953844060458,0.6955062095418816,-0.17723351852172453,-0.4798394012013213,0.42678148953127815,-0.729871492524269,1.2108508061181695,20415.131725142735,18414.3435652125,2000.5907415679685,0.0,0.19741836226501658,9.204453056090927,90.20035670208595,9.79964329791405,0.08108108108108109,0.16216216216216217,472.67290983036037,887.5631271563167,0.5325513142313242,0.11778303565638337
6k5f_Math,14.447199932342205,8.143322475570033,19.595035924232526,3.851653770193635,11.451713448662494,11.0,4502.909090909091,2213.7584692102255,1352.011932071167,0.3002529930707994,2213.880032883444,4156.0,3294.0,5500.0,3062.0,7368.0,2323.75,615.4998138369607,2102.0,1749.3999999999999,2741.0,1676.0,3721.0,1.8761880285364076,0.3026670964228285,1.853114847134712,1.6055908739873581,2.20978676122808,1.4185959675015782,2.3842065430084127,14613.44,8371.276858783252,14826.0,6145.200000000001,23352.000000000004,1025.0,28910.0,1.5243053857742899,-1.2924931307817837,3.315866100213801e-17,0.6459670015959226,-0.7497020031999337,0.23903740673731544,-0.03501534063118951,-0.5091078021042007,0.4912823249479011,-0.9764012345628228,1.1192440037883993,281721.79557619244,169226.6117568795,112484.60942499606,0.0,10.574394316853489,1.5044423643549085,60.070951752264456,39.92904824773553,0.08955223880597016,0.2238805970149254,782.6818127438506,543.588005754358,1.4398437869461318,0.09531017980432521
6k5f_Reading,11.606137039080359,6.544502617801047,18.226002430133658,3.424257482083743,11.68149981233261,9.0,5665.333333333333,2831.1512565562443,1774.347830111735,0.31319389799571695,2848.3183635261,5308.0,4189.2,6702.0,3292.0,9168.0,2394.7272727272725,395.83607509562273,2250.0,2105.0,2735.0,1914.0,3364.0,1.9382769472039942,0.5531025347681822,1.8335538743483455,1.6083312291112157,2.3260446248240934,1.0084315407286746,2.9599403187026576,15059.0,8283.230342631485,14696.5,6959.2,23751.2,1216.0,28218.0,2.1904519248184635,-2.2006507105005793,-4.168517383125921e-17,0.7383041151551966,0.8417729837534189,0.31961077109501257,-0.10835059940178673,-0.4295304888823506,0.41901307279249045,-0.9839413951331901,1.3754740480956797,163554.66801744318,124699.73152935639,38849.5894377173,0.0,5.347050369474666,3.209808220219982,76.24594880125571,23.754051198744282,0.13846153846153847,0.18461538461538463,1000.9631260378676,755.2654696777154,1.3253129743439689,0.11778303565638337
6k5f_Relax,16.93649267158714,9.25925925925926,19.26782273603083,2.0265682947369155,10.00856347677157,16.0,3620.25,834.2674906112915,659.1960539171939,0.18208578245071305,834.270140102513,3436.0,3334.8,3566.4,3114.0,6480.0,1815.95,316.36252543561477,1719.5,1666.6000000000001,1812.4,1576.0,3057.0,1.9793823156020716,0.2323653843047865,1.94291478549333,1.8480077866175146,2.1371346460150704,1.1645817537934373,2.4298945991357703,38593.0,21353.38748758899,39195.0,17089.6,60640.2,1030.0,74466.0,1.4539897461401166,-1.379280933529583,-2.4253192047278086e-17,0.7071764136934859,-1.205726236477056,0.058071582691882014,-0.01704961351060642,-0.6434398751129659,0.638116544725378,-1.056138598563186,1.0747728451399465,29693.26405521225,26267.108459347553,3425.990683717279,0.0,0.1649121474186781,7.667011058782896,88.46199695353303,11.538003046466972,0.0703125,0.1640625,294.95809996736426,367.854685563461,0.8018332008346245,0.009321254755585873
6k5f_Speaking,13.661862491776338,7.593014426727411,19.44264419961115,3.8767603515001263,11.849629772883738,11.0,4814.363636363636,1590.2062256198094,1536.8120055803404,0.31921394428384275,1661.533749281067,4844.0,3504.0,5870.0,3086.0,7902.0,2100.5384615384614,422.2537726542062,2088.0,1705.2,2438.0000000000005,1521.0,2989.0,1.8781583240812612,0.43028691685002024,1.8889709260889065,1.4943240537166453,2.1335354646699116,1.2730330662442582,2.903870525033203,16063.423076923076,8361.545404515551,15968.0,8301.0,24525.0,827.0,28940.0,2.0886401950115197,-1.358996014986081,1.8947806286936004e-17,0.6806212125554082,-0.2524072240998265,0.5327656804881615,-0.12752297865432302,-0.5243871573063892,0.4727526331278162,-0.9276428754273525,1.2016945229323401,131503.23324052678,112931.60419145697,18570.250731071294,0.0,1.3783179985113034,6.081318223803114,85.87833552461173,14.121664475388268,0.13846153846153847,0.18461538461538463,562.222802810416,799.105950422095,0.7035647807571009,0.09531017980432521
6k5f_Stroop,12.640302463141941,5.573100501579045,19.71090670170828,4.364478159295325,14.137806200129234,10.0,5466.4,3701.373091898748,2245.405941027145,0.41076502653065006,3701.873879837375,4619.0,3664.3999999999996,6751.2,3044.0,10766.0,2292.75,495.7571860296127,2172.5,1992.8,2721.2,1566.0,3319.0,1.6337752418457037,0.47989512176218224,1.5463226238835763,1.1395891008626644,1.9895761898056676,1.0976380006559707,2.5372868490080314,14916.166666666666,8952.94757173425,15337.0,5987.400000000001,24254.800000000003,764.0,29269.0,1.8760022352773518,-1.1532259714633315,2.4632148173016805e-17,0.5999899310096191,0.3382819349937618,0.7682014773924489,-0.09905310181880297,-0.41871192782649713,0.3611716184778745,-0.7906505407676038,1.230447891536296,848864.7390255949,820194.4198440232,28669.026141888367,0.0,1.2930396833153195,28.60907851507504,96.62265747483204,3.3773425251679625,0.08163265306122448,0.16326530612244897,1308.6330064915114,979.2760994797869,1.3363269124884045,0.10536051565782678
6k5f_Video1,16.24260742109907,8.88888888888889,19.907100199071003,3.2784091874064014,11.018211310182114,14.827586206896552,3899.5348837209303,1493.6082655079447,1035.0314083277794,0.26542432346191863,1493.617787534045,3502.0,3160.8,4566.400000000001,3014.0,6750.0,2051.7804878048782,645.0750197323478,1786.0,1607.0,2544.0,1524.0,4319.0,1.8732338831753141,0.28255547708054557,1.9422954848019347,1.699858085017048,2.091788190896562,1.2086969117100659,2.4774051964892774,42387.90697674418,24495.425085735533,41572.0,17578.0,67782.0,1487.0,86367.0,1.5628414736295388,-1.3524893764850758,1.1434021035220003e-17,0.6660412436569942,-1.026904149398295,0.10584880403764159,-0.022188104749671207,-0.5615288941290576,0.5516184971476663,-0.989093977812832,1.0748733149179104,182185.20026445415,138126.34391378233,44057.29323585346,0.0,1.5631148183678467,3.1351527470002685,75.81709646093672,24.18290353906327,0.1171875,0.2109375,528.0702664884725,513.7983658702848,1.027777240190349,0.03277838366436914
6k5f_Video2,17.329472896273227,9.956853634251576,19.62066710268149,2.289862014412419,9.663813468429915,16.271186440677965,3551.25,809.7432282727722,687.7580879204547,0.19366648023103267,813.5909251880746,3314.0,3178.4,3656.8,3058.0,6026.0,1774.09375,316.93693767205093,1667.5,1593.2,1831.0,1545.0,3018.0,1.970328661006778,0.1831646888957588,1.9946867800790153,1.841374070806785,2.1324707251540667,1.5580007001192473,2.383735866778971,29512.575757575756,16953.65380218261,28744.5,12308.0,47447.0,384.0,58100.0,1.4156311112041533,-1.4039351021281032,-9.634477773018307e-19,0.7060062130220336,-1.2690876000223201,0.03121194514191285,-0.005664255183920181,-0.6545176759391755,0.6462986862772208,-1.0195254066649748,1.0541567786300599,50131.60678214532,42585.96404455528,7545.011660638848,0.0,0.631076951191021,5.644254238428766,84.94940193263164,15.050598067368359,0.0703125,0.1640625,286.28746386578183,333.44525765756276,0.858574105617629,0.01338202295831703
71i5_Baseline,12.289278783893328,8.782201405152225,17.371163867979156,2.863297350830924,8.588962462826931,10.0,5133.2,1811.8141784642128,1096.4886501920573,0.2136072333421759,1847.6675987729923,5260.0,4020.0,6074.400000000001,3454.0,6832.0,2571.2727272727275,518.3722935407947,2679.0,1946.0,2967.0,1914.0,3528.0,1.6466996718811557,0.5069902047677408,1.5424231095369456,1.288776241766612,2.047295767212475,0.9806735582645878,2.7698399050971045,15138.130434782608,8507.996633880222,14928.0,6903.200000000001,23779.4,194.0,28478.0,2.0125720152123376,-1.5860995080181015,-6.631732200427602e-18,0.6213903786784748,0.6255670979412185,0.47621743061560373,-0.03728210650076106,-0.38440726673711084,0.345506739559177,-0.9400632513360617,1.1613075268090134,133071.33988352976,41327.48262222267,91736.5039262151,0.0,7.353335091988749,0.45050204502520524,31.05835297304782,68.94164702695218,0.140625,0.1875,640.5730459209892,305.459055468816,2.0970831751504075,0.10536051565782678
71i5_Breathing,11.811508184649481,6.407518154634771,18.12688821752266,3.2253442753471857,11.719370062887887,10.666666666666666,5493.3125,2331.638132930246,1571.6106077345464,0.286095249038635,2331.6390469284242,5441.0,4062.0,6885.599999999999,3310.0,9364.0,2600.6060606060605,828.5275708875625,2421.0,1903.4,3197.8,1538.0,4659.0,1.948872010944838,0.5929232418093562,1.9192308483002778,1.4627980643965155,2.4282779605427014,1.1482689839777809,3.478740381128793,44341.37313432836,26033.059339849282,45047.0,17276.0,71797.8,926.0,88819.0,2.557074932146861,-2.2347445202130816,-3.4106051316484806e-17,0.7403186853922676,0.5358178619828475,0.29874182268455507,-0.03153487713314228,-0.4365378188534792,0.4241625963883316,-1.2359259103539961,1.284257132882301,332439.6955403509,276639.1503985898,55799.03502816371,0.0,1.510113597447964,4.9577766041824995,83.21521489580566,16.78478510419435,0.1171875,0.1640625,824.3585675340587,752.0287116477399,1.0961796468220473,0.01655886010052665
71i5_Counting1,9.653155779919665,7.598784194528875,12.84796573875803,1.6832308743049513,5.249181544229154,8.0,6391.5,1723.40853531362,1021.139437099557,0.1597652252365731,1735.0736501453105,6511.0,5502.4,7222.8,4670.0,7896.0,3222.75,815.1833766092142,3489.5,2323.6000000000004,3833.0,2034.0,4433.0,1.978345881582358,0.34294192464087353,1.9706270808739224,1.7332057556388016,2.1415974850983948,1.3867476265431178,2.686191662624247,14770.888888888889,8336.753130891673,15323.5,6634.200000000001,22614.600000000002,836.0,27514.0,1.8550106937669488,-1.6725497129753304,6.821210263296961e-17,0.6580061808651719,-0.17230247594042725,0.3882881136111128,-0.11535417638474621,-0.48232745267051347,0.46446975973698135,-0.8666490263966629,1.1821982811182303,20795.376402832444,20145.505099304133,649.6926383963224,0.0,0.17866513198783393,31.007747215715053,96.87575638091448,3.124243619085518,0.14516129032258066,0.19354838709677422,609.3169310375181,363.0310887907142,1.6784152923850182,0.1335313926245223
71i5_Counting2,11.37160424834926,7.242877836793819,16.077170418006432,2.5976547567569233,8.834292581212612,10.0,5569.6,1975.4497659464232,1318.8203213478325,0.2367890551112885,1982.3009077556537,5468.0,4470.4,6356.0,3732.0,8284.0,2730.6,678.0807031615043,2814.0,1961.6,3358.2000000000003,1815.0,3672.0,1.883586882136601,0.37941134956108574,2.0633852277034714,1.5024490774723582,2.1859616023108206,1.3438201871834874,2.4719604765008034,15555.636363636364,8653.895179447201,15741.0,7397.0,23760.0,479.0,29289.0,1.5563238314690861,-1.3868818612289862,-2.6526928801710407e-17,0.6554421701780703,-0.4183050526136811,0.05245069463958235,-0.01717203394052745,-0.37644494877734064,0.43682927297492513,-1.1293414423892472,1.1472601452763476,144461.70544765668,129675.90431208955,14785.324446462839,0.0,0.4766891042677428,8.770582260919713,89.76519542750495,10.234804572495038,0.08163265306122448,0.16326530612244897,698.426962697047,666.6651481464187,1.0476428303458463,0.10536051565782678
71i5_Counting3,11.945413264580472,8.143322475570033,17.985611510791365,3.3005646576973375,9.842289035221333,10.0,5369.4,1557.5382285303092,1282.0789523270398,0.23877508703524414,1580.5401327113182,5730.0,4000.8,6458.4,3336.0,7368.0,3022.5555555555557,1056.6967515287242,2435.0,2329.4,3969.4000000000005,1855.0,4985.0,1.742326185244098,0.5897848649145218,1.6201726048726584,1.125919117791568,2.348684999870492,0.9767886062638993,2.730293702514078,13470.619047619048,8848.638886325374,12604.0,4300.0,21732.0,563.0,28857.0,1.9180428149050133,-1.2068511311616124,-1.7053025658242403e-17,0.6450227769888682,0.21603594165539342,0.6932593983591455,-0.04444527126617926,-0.5134570955541397,0.3086040595964323,-0.9104293055679992,1.3450058199259514,186018.99206899118,120942.304778337,65074.244974081696,0.0,2.44231657245965,1.858527975645463,65.01695947984565,34.98304052015434,0.1258741258741259,0.16783216783216784,550.672921675532,720.8900705566421,0.763879187918797,0.10536051565782678
71i5_Math,9.215346953034263,5.52689756816507,17.921146953405017,3.507378605406029,12.394249385239949,8.0,7209.5,3104.0631173889965,1999.7521721453386,0.27737737320831385,3114.83785406927,7052.0,6391.2,8286.400000000001,3348.0,10856.0,2853.6666666666665,1134.3105590817906,2894.0,1673.6,4077.8,1625.0,4453.0,1.6718957638473813,0.4322797749242651,1.794726777886716,1.3066109646954298,1.9112452050369875,0.9256915893912327,2.4434424793439096,13560.894736842105,8481.24051809414,13041.0,5199.2,21182.2,215.0,29053.0,1.6751807693201575,-1.6634637451767298,-5.684341886080802e-17,0.6126637675158711,0.5369684346254799,-0.07536428526048633,-0.016807797821657103,-0.30623258450487606,0.3383434327632098,-1.101077462753837,1.0420698981113337,269523.0445812585,188657.42633632282,80863.80516483488,0.0,1.8130801007830222,2.333026821477899,69.99724113961408,30.002758860385935,0.12676056338028172,0.16901408450704228,1097.4520397684068,1004.0917512348954,1.092979838165876,0.1335313926245223
71i5_Reading,9.836623514144847,5.438723712835388,15.864621893178212,3.036831885862251,10.425898180342823,8.0,6711.25,3136.965386601308,2111.3642361042303,0.3146007429471753,3145.4485939437727,6449.0,5130.4,7900.800000000001,3782.0,11032.0,2474.909090909091,1028.5807922963522,1998.0,1686.0,3129.0,1590.0,5159.0,1.778687246330308,0.23869751955641527,1.7813716284548256,1.549674500417754,1.9489122174416766,1.4225647199128066,2.190271117867062,14659.142857142857,8639.75724022776,14558.0,5533.0,23009.0,702.0,28838.0,1.4110273795821031,-1.815009001623274,-4.4527344774299613e-17,0.62681181562911,0.08679867706282751,-0.20470444486056638,-0.052190756566021,-0.34470871328201536,0.44615167406942713,-1.0834937904583755,1.0214121800658158,141449.22741678156,108233.10062511767,33213.96113608214,0.0,2.1656555817441596,3.2586628310207226,76.51845098616744,23.481549013832552,0.125,0.16666666666666666,1109.0847486066323,946.9220600213631,1.171252413933213,0.1335313926245223
71i5_Relax,11.126309516388803,3.7341299477221805,19.083969465648856,3.7642615644052766,15.349839517926675,9.2,6141.304347826087,3661.6335118641528,2604.3719502403046,0.4240747246408992,3661.8691948238675,6078.0,4273.6,7259.200000000001,3144.0,16068.0,2723.777777777778,899.4305743217157,2626.0,1934.1999999999998,3193.0,1649.0,5956.0,1.845384769340859,0.6396536637413184,1.7517695757088156,1.385305948014799,2.0441758029901376,1.0835527325531207,3.8726355975541606,38509.57692307692,21817.175229926386,40023.0,15945.400000000001,60998.000000000015,807.0,74349.0,3.0373978699905133,-2.556080950341137,-1.5537201155287524e-17,0.6939746575960422,2.4273776668910587,0.4075631563825285,-0.031307093220033416,-0.39984431864015674,0.352047351919923,-1.0761181173943788,1.1159102000302394,773131.8152049431,765784.9921619773,7345.81405206886,0.0,1.0089908968428614,104.2478051763784,99.04986142150503,0.9501385784949726,0.0703125,0.1875,1294.5829432295275,1352.7075775234111,0.9570308947331392,0.03450756424297152
71i5_Speaking,13.286733817433781,7.002801120448179,18.472906403940886,3.3212386751428844,11.470105283492707,11.0,4887.636363636364,2130.8842202240835,1551.44175015765,0.3174216808967738,2130.908632485213,4560.0,3754.0,5288.0,3248.0,8568.0,2651.5,787.1493187445442,2400.5,1990.2,3179.0,1801.0,4352.0,1.6130070634618352,0.4313821117997389,1.5837266528743446,1.17306355698937,1.9542545277986587,1.0182056383296831,2.584849313135291,15138.869565217392,8641.33031377012,14103.0,6499.8,24354.800000000003,1696.0,29317.0,1.7363799404047098,-1.5301952344789267,-1.5158245029548805e-17,0.6297896921505954,-0.221587015818697,0.08848162612966122,-0.01163469877652465,-0.4598958586855346,0.44759669668363344,-1.0713532277973754,1.0384146484912038,368140.0080269333,351405.6182251039,16732.533622566032,0.0,1.8561792633862801,21.001339435600297,95.45482218059004,4.545177819409955,0.08333333333333333,0.16666666666666666,753.381341021929,849.3398877952217,0.8870198513549282,0.09531017980432521
